Level,TOL 2025,Title_fi,Title_en,Title_sv,Category
3,231,Lasin ja lasituotteiden valmistus,Manufacturing of glass and glass products,Tillverkning av glas och glasprodukter,C
4,2311,Tasolasin valmistus,Manufacture of flat glass,Tillverkning av planglas,C
5,23110,Tasolasin valmistus,Manufacture of flat glass,Tillverkning av planglas,C
4,2312,Tasolasin muotoilu ja muokkaus,Flat glass design and modification,Planglas design och modifiering,C
5,23120,Tasolasin muotoilu ja muokkaus,Flat glass design and modification,Planglas design och modifiering,C
4,2313,Onton lasin valmistus,Manufacture of hollow glass,Tillverkning av ihåligt glas,C
5,23130,Onton lasin valmistus,Manufacture of hollow glass,Tillverkning av ihåligt glas,C
4,2314,Lasikuitujen valmistus,Manufacture of glass fibers,Tillverkning av glasfiber,C
5,23140,Lasikuitujen valmistus,Manufacture of glass fibers,Tillverkning av glasfiber,C
4,2315,Muu lasin valmistus ja muokkaus mukaan lukien tekniset lasituotteet,"Other glass manufacturing and processing, including technical glass products","Övrig glastillverkning och bearbetning, inklusive tekniska glasprodukter",C
5,23150,Muu lasin valmistus ja muokkaus mukaan lukien tekniset lasituotteet,"Other glass manufacturing and processing, including technical glass products","Övrig glastillverkning och bearbetning, inklusive tekniska glasprodukter",C
3,232,Tulenkestävien keraamisten tuotteiden valmistus,Manufacture of refractory ceramic products,Tillverkning av eldfasta keramiska produkter,C
4,2320,Tulenkestävien keraamisten tuotteiden valmistus,Manufacture of refractory ceramic products,Tillverkning av eldfasta keramiska produkter,C
5,23200,Tulenkestävien keraamisten tuotteiden valmistus,Manufacture of refractory ceramic products,Tillverkning av eldfasta keramiska produkter,C
3,233,Keraamisten rakennusaineiden valmistus,Manufacture of ceramic building materials,Tillverkning av keramiska byggmaterial,C
4,2331,Keraamisten tiilien ja laattojen valmistus,Production of ceramic bricks and tiles,Tillverkning av keramiskt tegel och kakel,C
5,23310,Keraamisten tiilien ja laattojen valmistus,Production of ceramic bricks and tiles,Tillverkning av keramiskt tegel och kakel,C
4,2332,Poltettujen tiilien ja muun rakennuskeramiikan valmistus,Production of fired bricks and other building ceramics,Tillverkning av bränt tegel och annan byggnadskeramik,C
5,23320,Poltettujen tiilien ja muun rakennuskeramiikan valmistus,Production of fired bricks and other building ceramics,Tillverkning av bränt tegel och annan byggnadskeramik,C
3,234,Muu posliini- ja keramiikkatuotteiden valmistus,Other manufacture of porcelain and ceramic products,Annan tillverkning av porslin och keramiska produkter,C
4,2341,Keraamisten talous- ja koriste-esineiden valmistus,Manufacturing of ceramic household and decorative items,Tillverkning av keramiska hushålls- och prydnadsföremål,C
5,23410,Keraamisten talous- ja koriste-esineiden valmistus,Manufacturing of ceramic household and decorative items,Tillverkning av keramiska hushålls- och prydnadsföremål,C
4,2342,Keraamisten saniteettikalusteiden valmistus,Manufacture of ceramic sanitary ware,Tillverkning av keramiska sanitetsgods,C
5,23420,Keraamisten saniteettikalusteiden valmistus,Manufacture of ceramic sanitary ware,Tillverkning av keramiska sanitetsgods,C
4,2343,Keraamisten eristystuotteiden valmistus,Manufacture of ceramic insulation products,Tillverkning av keramiska isoleringsprodukter,C
5,23430,Keraamisten eristystuotteiden valmistus,Manufacture of ceramic insulation products,Tillverkning av keramiska isoleringsprodukter,C
4,2344,Muu teknisten keraamisten tuotteiden valmistus,Other manufacturing of technical ceramic products,Övrig tillverkning av tekniska keramiska produkter,C
5,23440,Muu teknisten keraamisten tuotteiden valmistus,Other manufacturing of technical ceramic products,Övrig tillverkning av tekniska keramiska produkter,C
4,2345,Muu keramiikkatuotteiden valmistus,Other manufacture of ceramic products,Annan tillverkning av keramiska produkter,C
5,23450,Muu keramiikkatuotteiden valmistus,Other manufacture of ceramic products,Annan tillverkning av keramiska produkter,C
3,235,"Sementin, kalkin ja kipsin valmistus","Production of cement, lime and plaster","Tillverkning av cement, kalk och gips",C
4,2351,Sementin valmistus,Cement production,Cementproduktion,C
5,23510,Sementin valmistus,Cement production,Cementproduktion,C
4,2352,Kalkin ja kipsin valmistus,Production of lime and plaster,Tillverkning av kalk och gips,C
5,23520,Kalkin ja kipsin valmistus,Production of lime and plaster,Tillverkning av kalk och gips,C
3,236,"Betoni-, kipsi- ja sementtituotteiden valmistus","Manufacturing of concrete, plaster and cement products","Tillverkning av betong, gips och cementprodukter",C
4,2361,Betonituotteiden valmistus rakennustarkoituksiin,Manufacture of concrete products for construction purposes,Tillverkning av betongprodukter för byggändamål,C
5,23610,Betonituotteiden valmistus rakennustarkoituksiin,Manufacture of concrete products for construction purposes,Tillverkning av betongprodukter för byggändamål,C
4,2362,Kipsituotteiden valmistus rakennustarkoituksiin,Manufacture of gypsum products for construction purposes,Tillverkning av gipsprodukter för byggändamål,C
5,23620,Kipsituotteiden valmistus rakennustarkoituksiin,Manufacture of gypsum products for construction purposes,Tillverkning av gipsprodukter för byggändamål,C
4,2363,Valmisbetonin valmistus,Production of ready-mixed concrete,Tillverkning av fabriksbetong,C
5,23630,Valmisbetonin valmistus,Production of ready-mixed concrete,Tillverkning av fabriksbetong,C
4,2364,Muurauslaastin valmistus,Masonry mortar production,Tillverkning av murbruk,C
5,23640,Muurauslaastin valmistus,Masonry mortar production,Tillverkning av murbruk,C
4,2365,Kuitusementin valmistus,Production of fiber cement,Tillverkning av fibercement,C
5,23650,Kuitusementin valmistus,Production of fiber cement,Tillverkning av fibercement,C
4,2366,"Muu betoni-, sementti- ja kipsituotteiden valmistus","Other manufacturing of concrete, cement and plaster products","Övrig tillverkning av betong, cement och gipsprodukter",C
5,23660,"Muu betoni-, sementti- ja kipsituotteiden valmistus","Other manufacturing of concrete, cement and plaster products","Övrig tillverkning av betong, cement och gipsprodukter",C
3,237,"Kiven leikkaaminen, muotoilu ja viimeistely","Stone cutting, shaping and finishing","Stenhuggning, formning och efterbehandling",C
4,2370,"Kiven leikkaaminen, muotoilu ja viimeistely","Stone cutting, shaping and finishing","Stenhuggning, formning och efterbehandling",C
5,23700,"Kiven leikkaaminen, muotoilu ja viimeistely","Stone cutting, shaping and finishing","Stenhuggning, formning och efterbehandling",C
3,239,Hiontatuotteiden ja muualla luokittelematon ei-metallisten mineraalituotteiden valmistus,Manufacture of abrasive products and non-metallic mineral products not elsewhere classified,Tillverkning av slipprodukter och icke-metalliska mineralprodukter som inte klassificeras någon annanstans,C
4,2391,Hiontatuotteiden valmistus,Manufacturing of grinding products,Tillverkning av slipprodukter,C
5,23910,Hiontatuotteiden valmistus,Manufacturing of grinding products,Tillverkning av slipprodukter,C
4,2399,Muu muualla luokittelematon ei-metallisten mineraalituotteiden valmistus,Other manufacture of non-metallic mineral products not elsewhere classified,Annan tillverkning av icke-metalliska mineralprodukter som inte klassificeras någon annanstans,C
5,23990,Muu muualla luokittelematon ei-metallisten mineraalituotteiden valmistus,Other manufacture of non-metallic mineral products not elsewhere classified,Annan tillverkning av icke-metalliska mineralprodukter som inte klassificeras någon annanstans,C
2,24,Metallien jalostus,Metal processing,Metallbearbetning,C
3,241,"Raudan, teräksen ja rautaseosten valmistus","Production of iron, steel and iron alloys","Tillverkning av järn, stål och järnlegeringar",C
4,2410,"Raudan, teräksen ja rautaseosten valmistus","Production of iron, steel and iron alloys","Tillverkning av järn, stål och järnlegeringar",C
5,24100,"Raudan, teräksen ja rautaseosten valmistus","Production of iron, steel and iron alloys","Tillverkning av järn, stål och järnlegeringar",C
3,242,"Putkien, profiiliputkien ja niihin liittyvien tarvikkeiden valmistus teräksestä","Manufacture of pipes, profile pipes and related accessories from steel","Tillverkning av rör, profilrör och tillhörande tillbehör av stål",C
4,2420,"Putkien, profiiliputkien ja niihin liittyvien tarvikkeiden valmistus teräksestä","Manufacture of pipes, profile pipes and related accessories from steel","Tillverkning av rör, profilrör och tillhörande tillbehör av stål",C
5,24200,"Putkien, profiiliputkien ja niihin liittyvien tarvikkeiden valmistus teräksestä","Manufacture of pipes, profile pipes and related accessories from steel","Tillverkning av rör, profilrör och tillhörande tillbehör av stål",C
3,243,Muu teräksen jalostus,Other steel processing,Annan stålbearbetning,C
4,2431,Raudan ja teräksen kylmävetäminen,Cold drawing of iron and steel,Kalldragning av järn och stål,C
5,24310,Raudan ja teräksen kylmävetäminen,Cold drawing of iron and steel,Kalldragning av järn och stål,C
4,2432,Rainan kylmävalssaus,Cold rolling of the fabric,Kallrullning av tyget,C
5,24320,Rainan kylmävalssaus,Cold rolling of the fabric,Kallrullning av tyget,C
4,2433,Kylmämuovaus tai kylmätaitto,Cold forming or cold folding,Kallformning eller kallvikning,C
5,24330,Kylmämuovaus tai kylmätaitto,Cold forming or cold folding,Kallformning eller kallvikning,C
4,2434,Teräslangan veto,Steel wire pull,Ståltrådsdrag,C
5,24340,Teräslangan veto,Steel wire pull,Ståltrådsdrag,C
3,244,Jalometallien ja muiden värimetallien valmistus,Manufacture of precious metals and other non-ferrous metals,Tillverkning av ädelmetaller och andra icke-järnmetaller,C
4,2441,Jalometallien valmistus,Manufacture of precious metals,Tillverkning av ädelmetaller,C
5,24410,Jalometallien valmistus,Manufacture of precious metals,Tillverkning av ädelmetaller,C
4,2442,Alumiinin valmistus,Aluminum manufacturing,Tillverkning av aluminium,C
5,24420,Alumiinin valmistus,Aluminum manufacturing,Tillverkning av aluminium,C
4,2443,"Lyijyn, sinkin ja tinan valmistus","Production of lead, zinc and tin","Tillverkning av bly, zink och tenn",C
5,24430,"Lyijyn, sinkin ja tinan valmistus","Production of lead, zinc and tin","Tillverkning av bly, zink och tenn",C
4,2444,Kuparin valmistus,Copper production,Koppartillverkning,C
5,24440,Kuparin valmistus,Copper production,Koppartillverkning,C
4,2445,Muu värimetallien valmistus,Other manufacturing of non-ferrous metals,Annan tillverkning av icke-järnmetaller,C
5,24450,Muu värimetallien valmistus,Other manufacturing of non-ferrous metals,Annan tillverkning av icke-järnmetaller,C
4,2446,Ydinpolttoaineen valmistus,Nuclear fuel production,Kärnbränsleproduktion,C
5,24460,Ydinpolttoaineen valmistus,Nuclear fuel production,Kärnbränsleproduktion,C
3,245,Metallien valu,Casting of metals,Gjutning av metaller,C
4,2451,Raudan valu,Iron casting,Järngjutning,C
5,24510,Raudan valu,Iron casting,Järngjutning,C
4,2452,Teräksen valu,Steel casting,Stålgjutning,C
5,24520,Teräksen valu,Steel casting,Stålgjutning,C
4,2453,Kevytmetallien valu,Casting of light metals,Gjutning av lättmetaller,C
5,24530,Kevytmetallien valu,Casting of light metals,Gjutning av lättmetaller,C
4,2454,Muu värimetallien valu,Other casting of non-ferrous metals,Annan gjutning av icke-järnmetaller,C
5,24540,Muu värimetallien valu,Other casting of non-ferrous metals,Annan gjutning av icke-järnmetaller,C
2,25,Metallituotteiden valmistus pois lukien koneet ja laitteet,Manufacture of metal products excluding machinery and equipment,Tillverkning av metallprodukter exklusive maskiner och utrustning,C
3,251,Metallirakenteiden valmistus,Manufacturing of metal structures,Tillverkning av metallkonstruktioner,C
4,2511,Metallirakenteiden ja niiden osien valmistus,Manufacturing of metal structures and their parts,Tillverkning av metallkonstruktioner och deras delar,C
5,25110,Metallirakenteiden ja niiden osien valmistus,Manufacturing of metal structures and their parts,Tillverkning av metallkonstruktioner och deras delar,C
4,2512,Metalliovien ja -ikkunoiden valmistus,Manufacturing of metal doors and windows,Tillverkning av metalldörrar och fönster,C
5,25120,Metalliovien ja -ikkunoiden valmistus,Manufacturing of metal doors and windows,Tillverkning av metalldörrar och fönster,C
3,252,Metallisäiliöiden ja -altaiden valmistus,Manufacturing of metal tanks and basins,Tillverkning av metalltankar och bassänger,C
4,2521,"Keskuslämmityspatterien, höyrykattiloiden ja kuumavesivaraajien valmistus","Manufacturing of central heating radiators, steam boilers and hot water storage tanks","Tillverkning av centralvärmeradiatorer, ångpannor och varmvattentankar",C
5,25210,"Keskuslämmityspatterien, höyrykattiloiden ja kuumavesivaraajien valmistus","Manufacturing of central heating radiators, steam boilers and hot water storage tanks","Tillverkning av centralvärmeradiatorer, ångpannor och varmvattentankar",C
4,2522,Muu metallisäiliöiden ja -altaiden valmistus,Other manufacturing of metal tanks and basins,Övrig tillverkning av metalltankar och bassänger,C
5,25220,Muu metallisäiliöiden ja -altaiden valmistus,Other manufacturing of metal tanks and basins,Övrig tillverkning av metalltankar och bassänger,C
3,253,Aseiden ja ammusten valmistus,Manufacture of weapons and ammunition,Tillverkning av vapen och ammunition,C
4,2530,Aseiden ja ammusten valmistus,Manufacture of weapons and ammunition,Tillverkning av vapen och ammunition,C
5,25300,Aseiden ja ammusten valmistus,Manufacture of weapons and ammunition,Tillverkning av vapen och ammunition,C
3,254,Metallin takominen ja muotoilu sekä jauhemetallurgia,Metal forging and shaping and powder metallurgy,Smide och formning av metall och pulvermetallurgi,C
4,2540,Metallin takominen ja muotoilu sekä jauhemetallurgia,Metal forging and shaping and powder metallurgy,Smide och formning av metall och pulvermetallurgi,C
5,25400,Metallin takominen ja muotoilu sekä jauhemetallurgia,Metal forging and shaping and powder metallurgy,Smide och formning av metall och pulvermetallurgi,C
3,255,"Metallien käsittely, pinnoitus ja työstö","Metal processing, coating and machining","Metallbearbetning, beläggning och bearbetning",C
4,2551,Metallien pinnoitus,Coating of metals,Beläggning av metaller,C
5,25510,Metallien pinnoitus,Coating of metals,Beläggning av metaller,C
4,2552,Metallien lämpökäsittely,Heat treatment of metals,Värmebehandling av metaller,C
5,25520,Metallien lämpökäsittely,Heat treatment of metals,Värmebehandling av metaller,C
4,2553,Metallien työstö,Metalworking,Metallbearbetning,C
5,25530,Metallien työstö,Metalworking,Metallbearbetning,C
3,256,"Ruokailu- ja leikkuuvälineiden, työkalujen ja rautatavaran valmistus","Manufacture of eating and cutting utensils, tools and hardware","Tillverkning av mat- och skärredskap, verktyg och hårdvara",C
4,2561,Ruokailu- ja leikkuuvälineiden valmistus,Manufacture of eating and cutting utensils,Tillverkning av mat- och skärredskap,C
5,25610,Ruokailu- ja leikkuuvälineiden valmistus,Manufacture of eating and cutting utensils,Tillverkning av mat- och skärredskap,C
4,2562,Lukkojen ja saranoiden valmistus,Manufacture of locks and hinges,Tillverkning av lås och gångjärn,C
5,25620,Lukkojen ja saranoiden valmistus,Manufacture of locks and hinges,Tillverkning av lås och gångjärn,C
4,2563,Työkalujen valmistus,Tool making,Verktygstillverkning,C
5,25630,Työkalujen valmistus,Tool making,Verktygstillverkning,C
3,259,Muu metallituotteiden valmistus,Other manufacturing of metal products,Annan tillverkning av metallprodukter,C
4,2591,Metallipakkausten ja -astioiden valmistus,Manufacturing of metal packages and containers,Tillverkning av metallförpackningar och behållare,C
5,25910,Metallipakkausten ja -astioiden valmistus,Manufacturing of metal packages and containers,Tillverkning av metallförpackningar och behållare,C
4,2592,Kevytmetallipakkausten valmistus,Manufacture of light metal packaging,Tillverkning av lättmetallförpackningar,C
5,25920,Kevytmetallipakkausten valmistus,Manufacture of light metal packaging,Tillverkning av lättmetallförpackningar,C
4,2593,"Metallilankatuotteiden, ketjujen ja jousien valmistus","Manufacturing of metal wire products, chains and springs","Tillverkning av metalltrådsprodukter, kedjor och fjädrar",C
5,25930,"Metallilankatuotteiden, ketjujen ja jousien valmistus","Manufacturing of metal wire products, chains and springs","Tillverkning av metalltrådsprodukter, kedjor och fjädrar",C
4,2594,Kiinnittimien ja ruuvituotteiden valmistus,Manufacture of fasteners and screw products,Tillverkning av fästelement och skruvprodukter,C
5,25940,Kiinnittimien ja ruuvituotteiden valmistus,Manufacture of fasteners and screw products,Tillverkning av fästelement och skruvprodukter,C
4,2599,Muu muualla luokittelematon metallituotteiden valmistus,Other manufacturing of metal products not elsewhere classified,Annan tillverkning av metallprodukter som inte klassificeras någon annanstans,C
5,25990,Muu muualla luokittelematon metallituotteiden valmistus,Other manufacturing of metal products not elsewhere classified,Annan tillverkning av metallprodukter som inte klassificeras någon annanstans,C
2,26,Tietokoneiden sekä elektronisten ja optisten tuotteiden valmistus,Manufacturing of computers and electronic and optical products,Tillverkning av datorer och elektroniska och optiska produkter,C
3,261,Elektronisten komponenttien ja piirilevyjen valmistus,Manufacture of electronic components and printed circuit boards,Tillverkning av elektroniska komponenter och kretskort,C
4,2611,Elektronisten komponenttien valmistus,Manufacturing of electronic components,Tillverkning av elektroniska komponenter,C
5,26110,Elektronisten komponenttien valmistus,Manufacturing of electronic components,Tillverkning av elektroniska komponenter,C
4,2612,Kalustettujen piirilevyjen valmistus,Manufacture of furnished circuit boards,Tillverkning av möblerade kretskort,C
5,26120,Kalustettujen piirilevyjen valmistus,Manufacture of furnished circuit boards,Tillverkning av möblerade kretskort,C
3,262,Tietokoneiden ja niiden oheislaitteiden valmistus,Manufacturing of computers and their peripherals,Tillverkning av datorer och dess kringutrustning,C
4,2620,Tietokoneiden ja niiden oheislaitteiden valmistus,Manufacturing of computers and their peripherals,Tillverkning av datorer och dess kringutrustning,C
5,26200,Tietokoneiden ja niiden oheislaitteiden valmistus,Manufacturing of computers and their peripherals,Tillverkning av datorer och dess kringutrustning,C
3,263,Viestintälaitteiden valmistus,Manufacturing of communication equipment,Tillverkning av kommunikationsutrustning,C
4,2630,Viestintälaitteiden valmistus,Manufacturing of communication equipment,Tillverkning av kommunikationsutrustning,C
5,26300,Viestintälaitteiden valmistus,Manufacturing of communication equipment,Tillverkning av kommunikationsutrustning,C
3,264,Viihde-elektroniikan valmistus,Entertainment electronics manufacturing,Tillverkning av underhållningselektronik,C
4,2640,Viihde-elektroniikan valmistus,Entertainment electronics manufacturing,Tillverkning av underhållningselektronik,C
5,26400,Viihde-elektroniikan valmistus,Entertainment electronics manufacturing,Tillverkning av underhållningselektronik,C
3,265,Mittaus- ja testauslaitteiden ja kellojen valmistus,Manufacturing of measuring and testing devices and watches,Tillverkning av mät- och testapparater och klockor,C
4,2651,"Mittaus-, testaus- ja navigointivälineiden ja -laitteiden valmistus","Manufacturing of measuring, testing and navigation instruments and devices","Tillverkning av mät-, test- och navigeringsinstrument och -apparater",C
5,26510,"Mittaus-, testaus- ja navigointivälineiden ja -laitteiden valmistus","Manufacturing of measuring, testing and navigation instruments and devices","Tillverkning av mät-, test- och navigeringsinstrument och -apparater",C
4,2652,Kellojen valmistus,Manufacture of watches,Tillverkning av klockor,C
5,26520,Kellojen valmistus,Manufacture of watches,Tillverkning av klockor,C
3,266,Säteilylaitteiden sekä elektronisten lääkintä- ja terapialaitteiden valmistus,Manufacturing of radiation equipment and electronic medical and therapy equipment,Tillverkning av strålningsutrustning och elektronisk medicinsk och terapiutrustning,C
4,2660,Säteilylaitteiden sekä elektronisten lääkintä- ja terapialaitteiden valmistus,Manufacturing of radiation equipment and electronic medical and therapy equipment,Tillverkning av strålningsutrustning och elektronisk medicinsk och terapiutrustning,C
5,26600,Säteilylaitteiden sekä elektronisten lääkintä- ja terapialaitteiden valmistus,Manufacturing of radiation equipment and electronic medical and therapy equipment,Tillverkning av strålningsutrustning och elektronisk medicinsk och terapiutrustning,C
3,267,"Optisten instrumenttien, tallenne- ja valokuvausvälineiden valmistus","Manufacturing of optical instruments, recording and photographic equipment","Tillverkning av optiska instrument, inspelnings- och fotoutrustning",C
4,2670,"Optisten instrumenttien, tallenne- ja valokuvausvälineiden valmistus","Manufacturing of optical instruments, recording and photographic equipment","Tillverkning av optiska instrument, inspelnings- och fotoutrustning",C
5,26700,"Optisten instrumenttien, tallenne- ja valokuvausvälineiden valmistus","Manufacturing of optical instruments, recording and photographic equipment","Tillverkning av optiska instrument, inspelnings- och fotoutrustning",C
2,27,Sähkölaitteiden valmistus,Manufacture of electrical equipment,Tillverkning av elektrisk utrustning,C
3,271,"Sähkömoottorien, generaattorien, muuntajien sekä sähkönjakelu- ja valvontalaitteiden valmistus","Manufacture of electric motors, generators, transformers and power distribution and control equipment","Tillverkning av elmotorer, generatorer, transformatorer samt kraftdistributions- och styrutrustning",C
4,2711,"Sähkömoottorien, generaattorien ja muuntajien valmistus","Manufacture of electric motors, generators and transformers","Tillverkning av elmotorer, generatorer och transformatorer",C
5,27110,"Sähkömoottorien, generaattorien ja muuntajien valmistus","Manufacture of electric motors, generators and transformers","Tillverkning av elmotorer, generatorer och transformatorer",C
4,2712,Sähkönjakelu- ja valvontalaitteiden valmistus,Manufacture of electrical distribution and control equipment,Tillverkning av elektrisk distribution och styrutrustning,C
5,27120,Sähkönjakelu- ja valvontalaitteiden valmistus,Manufacture of electrical distribution and control equipment,Tillverkning av elektrisk distribution och styrutrustning,C
3,272,Paristojen ja akkujen valmistus,Manufacture of batteries and accumulators,Tillverkning av batterier och ackumulatorer,C
4,2720,Paristojen ja akkujen valmistus,Manufacture of batteries and accumulators,Tillverkning av batterier och ackumulatorer,C
5,27200,Paristojen ja akkujen valmistus,Manufacture of batteries and accumulators,Tillverkning av batterier och ackumulatorer,C
3,273,Sähköjohtojen ja kytkentälaitteiden valmistus,Manufacture of electric cables and switching devices,Tillverkning av elkablar och kopplingsanordningar,C
4,2731,Optisten kuitukaapelien valmistus,Manufacturing of optical fiber cables,Tillverkning av optiska fiberkablar,C
5,27310,Optisten kuitukaapelien valmistus,Manufacturing of optical fiber cables,Tillverkning av optiska fiberkablar,C
4,2732,Muu elektronisten ja sähköjohtojen sekä -kaapelien valmistus,Other manufacture of electronic and electrical wires and cables,Annan tillverkning av elektroniska och elektriska ledningar och kablar,C
5,27320,Muu elektronisten ja sähköjohtojen sekä -kaapelien valmistus,Other manufacture of electronic and electrical wires and cables,Annan tillverkning av elektroniska och elektriska ledningar och kablar,C
4,2733,Kytkentälaitteiden valmistus,Manufacturing of switching devices,Tillverkning av kopplingsanordningar,C
5,27330,Kytkentälaitteiden valmistus,Manufacturing of switching devices,Tillverkning av kopplingsanordningar,C
3,274,Valaistuslaitteiden valmistus,Manufacturing of lighting equipment,Tillverkning av belysningsutrustning,C
4,2740,Valaistuslaitteiden valmistus,Manufacturing of lighting equipment,Tillverkning av belysningsutrustning,C
5,27400,Valaistuslaitteiden valmistus,Manufacturing of lighting equipment,Tillverkning av belysningsutrustning,C
3,275,Kodinkoneiden valmistus,Manufacture of household appliances,Tillverkning av hushållsapparater,C
4,2751,Sähkökäyttöisten kodinkoneiden valmistus,Manufacture of electrical household appliances,Tillverkning av elektriska hushållsapparater,C
5,27510,Sähkökäyttöisten kodinkoneiden valmistus,Manufacture of electrical household appliances,Tillverkning av elektriska hushållsapparater,C
4,2752,Muu kuin sähkökäyttöisten kodinkoneiden valmistus,Other than the manufacture of electrical household appliances,Annat än tillverkning av elektriska hushållsapparater,C
5,27520,Muu kuin sähkökäyttöisten kodinkoneiden valmistus,Other than the manufacture of electrical household appliances,Annat än tillverkning av elektriska hushållsapparater,C
3,279,Muu sähkölaitteiden valmistus,Other electrical equipment manufacturing,Tillverkning av annan elektrisk utrustning,C
4,2790,Muu sähkölaitteiden valmistus,Other electrical equipment manufacturing,Tillverkning av annan elektrisk utrustning,C
5,27900,Muu sähkölaitteiden valmistus,Other electrical equipment manufacturing,Tillverkning av annan elektrisk utrustning,C
2,28,Muualla luokittelematon koneiden ja laitteiden valmistus,Manufacture of machines and equipment not elsewhere classified,Tillverkning av maskiner och utrustning som inte klassificeras någon annanstans,C
3,281,Yleiskäyttöön tarkoitettujen voimakoneiden valmistus,Manufacturing of power machines intended for general use,Tillverkning av kraftmaskiner avsedda för allmänt bruk,C
4,2811,Moottorien ja turbiinien valmistus pois lukien lentokoneiden ja ajoneuvojen moottorit,Manufacture of engines and turbines excluding aircraft and vehicle engines,Tillverkning av motorer och turbiner exklusive flyg- och fordonsmotorer,C
5,28110,Moottorien ja turbiinien valmistus pois lukien lentokoneiden ja ajoneuvojen moottorit,Manufacture of engines and turbines excluding aircraft and vehicle engines,Tillverkning av motorer och turbiner exklusive flyg- och fordonsmotorer,C
4,2812,Hydraulisten voimalaitteiden valmistus,Manufacturing of hydraulic power equipment,Tillverkning av hydraulisk kraftutrustning,C
5,28120,Hydraulisten voimalaitteiden valmistus,Manufacturing of hydraulic power equipment,Tillverkning av hydraulisk kraftutrustning,C
4,2813,Pumppujen ja kompressoreiden valmistus,Manufacture of pumps and compressors,Tillverkning av pumpar och kompressorer,C
5,28130,Pumppujen ja kompressoreiden valmistus,Manufacture of pumps and compressors,Tillverkning av pumpar och kompressorer,C
4,2814,Muu hanojen ja venttiilien valmistus,Other manufacturing of faucets and valves,Övrig tillverkning av kranar och ventiler,C
5,28140,Muu hanojen ja venttiilien valmistus,Other manufacturing of faucets and valves,Övrig tillverkning av kranar och ventiler,C
4,2815,"Laakereiden, hammaspyörien, vaihteisto- ja ohjauselementtien valmistus","Manufacturing of bearings, gears, transmission and control elements","Tillverkning av lager, växlar, transmissioner och styrelement",C
5,28150,"Laakereiden, hammaspyörien, vaihteisto- ja ohjauselementtien valmistus","Manufacturing of bearings, gears, transmission and control elements","Tillverkning av lager, växlar, transmissioner och styrelement",C
3,282,Muu yleiskäyttöön tarkoitettujen koneiden valmistus,Manufacture of other general purpose machines,Tillverkning av andra allmänna maskiner,C
4,2821,Teollisuusuunien ja kotitalouksien pysyvien lämmityslaitteiden valmistus,Manufacturing of industrial furnaces and permanent heating devices for households,Tillverkning av industriugnar och permanent uppvärmningsanordningar för hushåll,C
5,28210,Teollisuusuunien ja kotitalouksien pysyvien lämmityslaitteiden valmistus,Manufacturing of industrial furnaces and permanent heating devices for households,Tillverkning av industriugnar och permanent uppvärmningsanordningar för hushåll,C
4,2822,Nosto- ja siirtolaitteiden valmistus,Manufacturing of lifting and transfer equipment,Tillverkning av lyft- och förflyttningsutrustning,C
5,28220,Nosto- ja siirtolaitteiden valmistus,Manufacturing of lifting and transfer equipment,Tillverkning av lyft- och förflyttningsutrustning,C
4,2823,Konttorikoneiden ja -laitteiden valmistus pois lukien tietokoneet ja niiden oheislaitteet,Manufacture of office machines and equipment excluding computers and their peripherals,Tillverkning av kontorsmaskiner och kontorsutrustning exklusive datorer och kringutrustning,C
5,28230,Konttorikoneiden ja -laitteiden valmistus pois lukien tietokoneet ja niiden oheislaitteet,Manufacture of office machines and equipment excluding computers and their peripherals,Tillverkning av kontorsmaskiner och kontorsutrustning exklusive datorer och kringutrustning,C
4,2824,Voimakäyttöisten käsityökalujen valmistus,Manufacture of power hand tools,Tillverkning av handverktyg,C
5,28240,Voimakäyttöisten käsityökalujen valmistus,Manufacture of power hand tools,Tillverkning av handverktyg,C
4,2825,Muu kuin kotitalouskäyttöön tarkoitettujen ilmastointilaitteiden valmistus,Other than the manufacture of air conditioners intended for household use,Annat än tillverkning av luftkonditioneringsapparater avsedda för hushållsbruk,C
5,28250,Muu kuin kotitalouskäyttöön tarkoitettujen ilmastointilaitteiden valmistus,Other than the manufacture of air conditioners intended for household use,Annat än tillverkning av luftkonditioneringsapparater avsedda för hushållsbruk,C
4,2829,Muu muualla luokittelematon yleiskäyttöön tarkoitettujen koneiden valmistus,Other manufacturing of machines intended for general use not elsewhere classified,Annan tillverkning av maskiner avsedda för allmänt bruk som inte klassificeras någon annanstans,C
5,28290,Muu muualla luokittelematon yleiskäyttöön tarkoitettujen koneiden valmistus,Other manufacturing of machines intended for general use not elsewhere classified,Annan tillverkning av maskiner avsedda för allmänt bruk som inte klassificeras någon annanstans,C
3,283,Maa- ja metsätalouskoneiden valmistus,Manufacturing of agricultural and forestry machinery,Tillverkning av jord- och skogsbruksmaskiner,C
4,2830,Maa- ja metsätalouskoneiden valmistus,Manufacturing of agricultural and forestry machinery,Tillverkning av jord- och skogsbruksmaskiner,C
5,28300,Maa- ja metsätalouskoneiden valmistus,Manufacturing of agricultural and forestry machinery,Tillverkning av jord- och skogsbruksmaskiner,C
3,284,Metallin työstökoneiden ja konetyökalujen valmistus,Manufacturing of metal working machines and machine tools,Tillverkning av metallbearbetningsmaskiner och verktygsmaskiner,C
